5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000100000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040100000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1000200000_5000000000,1000000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1000200000_5000000000,1000000000_5000000000,1000200000_5000000000,1000000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000100000_5000000000,1040000000_5000000000,1040000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040200000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040200000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000300000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020400000_5000000000,1000000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1060000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1080000000_5000000000,1040000000_5000000000,1040000000_5000000000,1040000000_5000000000,1080000000_5000000000,1000000000_5000000000,1000000000_5000000000,1040000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000100000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000400000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000100000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,20000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5080000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,1020000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,1000000000_5000000000,5020000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5040000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,5000000000_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_5000000000,0_0,0_0,0_0,0_0
