1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1080000000_1080000000,1040000000_1040000000,1040000000_1040000000,1040000000_1080000000,1080000000_1040000000,1040000000_1040000000,1040000000_1080000000,1040000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1080000000_1080000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1080000000_1080000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000100000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000100000,1020000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000300000,1000000000_1000000000,1000000000_1020000000,1020000000_1000300000,1000300000_1000100000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000300000_1000300000,1000000000_1000000000,1020300000_1020300000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1080000000_1080000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1000000000,1040000000_1000000000,1040000000_1040000000,1040000000_1000000000,1000000000_1000000000,1000000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000300000,1000100000_1000100000,1000000000_1000300000,1000000000_1000000000,1000000000_1000100000,1000000000_1000000000,1000300000_1000000000,1000000000_1000300000,1000000000_1000100000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000300000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000300000,1000000000_1000100000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1080000000,1000000000_1040000000,1000000000_1000000000,1000000000_1000000000,1040000000_1020000000,1040000000_1000000000,1080000000_1040000000,1040000000_1040000000,1000000000_1040000000,1000000000_1000000000,1040000000_1000000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1000000000_1040000000,1000000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1000000000,1040000000_1000000000,1000000000_1020000000,1000000000_1000300000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1020300000,1000000000_1000000000,1000000000_1000000000,1000100000_1000000000,1000000000_1020000000,1000000000_1000100000,1020000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000300000,1000100000_1000000000,1000000000_1080000000,1000000000_1000000000,1000000000_1000000000,1000000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1080000000,1000400000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1060000000_1040000000,1000000000_1080000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040004000,1000000000_1040000000,1000000000_1040000000,1080000000_1080000000,1040000000_1040000000,1040000000_1000000000,1040000000_1000000000,1080000000_1000000000,1000000000_1000000000,1000400000_1000000000,1040000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1020000000,1000000000_1000000000,1000000000_1000300000,1000000000_1000100000,1020000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000100000_1000000000,1000000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000001_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000100000_1000000000,1000000000_1080000000,1000000000_1040000000,1000000000_1000000000,1000000000_1000000000,1020000000_1040000000,1000000000_1040000000,1000000000_1040000000,1000000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1080000000_1080000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1020000000_1020000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1040000000_1040000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,1000000000_1000000000,0_0,0_0,0_0,0_0,0_0
